scaffold_1_1 200 642
scaffold_1_1 687 1086

scaffold_1_2 200 293
scaffold_1_2 344 1321
scaffold_1_2 1386 1696

scaffold_1_3 200 1717

scaffold_1_4 200 261
scaffold_1_4 318 1431

scaffold_1_5 200 223
scaffold_1_5 715 1238
scaffold_1_5 1309 1582

scaffold_1_6 200 341
scaffold_1_6 403 1637

scaffold_1_7 200 595

scaffold_1_8 200 2025
scaffold_1_8 2086 3328

scaffold_1_9 200 1125
scaffold_1_9 1182 1896
scaffold_1_9 1950 2156

scaffold_1_10 200 383
scaffold_1_10 437 1887

scaffold_1_11 200 675
scaffold_1_11 731 1259

scaffold_1_12 200 244
scaffold_1_12 374 585
scaffold_1_12 657 2233
scaffold_1_12 2282 2697

scaffold_1_13 200 416
scaffold_1_13 473 876
scaffold_1_13 925 1091
scaffold_1_13 1140 1539
scaffold_1_13 1590 1802

scaffold_1_14 200 268
scaffold_1_14 363 440
scaffold_1_14 515 647
scaffold_1_14 712 758

scaffold_1_15 200 281
scaffold_1_15 329 548
scaffold_1_15 609 759
scaffold_1_15 819 1316

scaffold_1_16 200 239
scaffold_1_16 295 365
scaffold_1_16 421 443
scaffold_1_16 500 558
scaffold_1_16 612 727
scaffold_1_16 789 923
scaffold_1_16 980 1396

scaffold_1_17 200 355
scaffold_1_17 433 711
scaffold_1_17 827 1495

scaffold_1_18 200 721
scaffold_1_18 786 1562

scaffold_1_19 200 337
scaffold_1_19 455 589
scaffold_1_19 773 837
scaffold_1_19 888 1329
scaffold_1_19 1380 1707
scaffold_1_19 1830 2323
scaffold_1_19 2374 2868
scaffold_1_19 2919 3062
scaffold_1_19 3111 5099

scaffold_1_20 200 1894

scaffold_1_21 200 262
scaffold_1_21 459 654
scaffold_1_21 706 876
scaffold_1_21 927 2509

scaffold_1_22 200 508
scaffold_1_22 563 1018
scaffold_1_22 1072 1386
scaffold_1_22 1441 1503

scaffold_1_23 200 287
scaffold_1_23 340 927
scaffold_1_23 980 1434

scaffold_1_24 200 277
scaffold_1_24 337 425
scaffold_1_24 492 1572

scaffold_1_25 200 3238

scaffold_2_1 200 2011

scaffold_2_2 200 1759

scaffold_2_3 200 448
scaffold_2_3 523 720
scaffold_2_3 799 1935

scaffold_2_4 200 1462

scaffold_2_5 200 688
scaffold_2_5 739 1319
scaffold_2_5 1371 1746

scaffold_2_6 200 425
scaffold_2_6 489 646

scaffold_2_7 200 316
scaffold_2_7 398 1564

scaffold_2_8 200 1441

scaffold_2_9 200 450
scaffold_2_9 526 1188
scaffold_2_9 1438 2983

scaffold_2_10 200 275
scaffold_2_10 332 559
scaffold_2_10 611 1671
scaffold_2_10 1727 2014

scaffold_2_11 200 1282

scaffold_2_12 200 2119

scaffold_2_13 200 384
scaffold_2_13 761 886
scaffold_2_13 1235 2011
scaffold_2_13 2106 3714

scaffold_2_14 200 796
scaffold_2_14 1155 1749
scaffold_2_14 2155 4919
scaffold_2_14 4971 5062
scaffold_2_14 5119 5731

scaffold_2_15 200 689
scaffold_2_15 746 1378
scaffold_2_15 1808 1847
scaffold_2_15 2009 4628

scaffold_2_16 200 212
scaffold_2_16 430 1892
scaffold_2_16 1970 1999

scaffold_2_17 200 229
scaffold_2_17 306 421
scaffold_2_17 631 1210

scaffold_2_18 200 2686

scaffold_2_19 200 738
scaffold_2_19 830 3806

scaffold_2_20 200 351
scaffold_2_20 414 768
scaffold_2_20 825 1077
scaffold_2_20 1125 1772
scaffold_2_20 1830 1949
scaffold_2_20 1998 2111
scaffold_2_20 2161 2442
scaffold_2_20 2496 3403

scaffold_2_21 200 348
scaffold_2_21 435 1917
scaffold_2_21 1976 2131

scaffold_2_22 200 4119
scaffold_2_22 4182 4788

scaffold_2_23 200 502
scaffold_2_23 574 2014
scaffold_2_23 2096 2499

scaffold_2_24 200 701
scaffold_2_24 769 2108
scaffold_2_24 2170 2364

scaffold_2_25 200 802
scaffold_2_25 899 1063

scaffold_2_26 200 285
scaffold_2_26 336 552
scaffold_2_26 617 919

scaffold_2_27 200 422
scaffold_2_27 485 1309
scaffold_2_27 1365 1405

scaffold_2_28 200 242
scaffold_2_28 305 318
scaffold_2_28 375 578
scaffold_2_28 645 761

scaffold_2_29 200 505
scaffold_2_29 579 2214
scaffold_2_29 2269 2687

scaffold_2_30 200 2560

scaffold_2_31 200 826
scaffold_2_31 887 1297
scaffold_2_31 1350 1886
scaffold_2_31 1944 2018

scaffold_2_32 200 535
scaffold_2_32 590 1495

scaffold_2_33 200 1243

scaffold_2_34 200 592
scaffold_2_34 664 4112
scaffold_2_34 4163 4616

scaffold_2_35 200 500
scaffold_2_35 679 1854
scaffold_2_35 1910 3264

scaffold_2_36 200 1384

scaffold_2_37 200 220
scaffold_2_37 269 459
scaffold_2_37 519 616
scaffold_2_37 709 2606

scaffold_2_38 200 315
scaffold_2_38 371 497
scaffold_2_38 562 807
scaffold_2_38 876 1142

scaffold_2_39 200 414
scaffold_2_39 462 1282
scaffold_2_39 1348 1514

scaffold_2_40 200 208
scaffold_2_40 274 341
scaffold_2_40 476 809

scaffold_2_41 200 3601

scaffold_2_42 200 2018
scaffold_2_42 2089 2504

scaffold_2_43 200 1697
scaffold_2_43 1745 1917
scaffold_2_43 1969 2591
scaffold_2_43 2746 2848

scaffold_2_44 200 237
scaffold_2_44 296 446
scaffold_2_44 534 608

scaffold_2_45 200 1046
scaffold_2_45 1104 1845
scaffold_2_45 1899 3234

scaffold_2_46 200 269
scaffold_2_46 344 363
scaffold_2_46 426 526
scaffold_2_46 587 814
scaffold_2_46 875 1480
scaffold_2_46 1551 2517

scaffold_2_47 200 1864
scaffold_2_47 1926 2021

scaffold_2_48 200 814

scaffold_2_49 200 1581
scaffold_2_49 1633 8169
scaffold_2_49 8328 8340

scaffold_2_50 200 216
scaffold_2_50 273 1890

scaffold_2_51 200 453
scaffold_2_51 506 573
scaffold_2_51 631 853
scaffold_2_51 910 1877
scaffold_2_51 2101 2267

scaffold_2_52 200 1226
scaffold_2_52 1285 3329

scaffold_2_53 200 202
scaffold_2_53 294 518
scaffold_2_53 584 1237

scaffold_2_54 200 228
scaffold_2_54 904 915
scaffold_2_54 1009 1024
scaffold_2_54 2499 3299

scaffold_2_55 200 391
scaffold_2_55 463 1479
scaffold_2_55 1804 1814
scaffold_2_55 2046 2057
scaffold_2_55 3147 3162

scaffold_2_56 200 274
scaffold_2_56 419 576
scaffold_2_56 701 763
scaffold_2_56 824 1496

scaffold_2_57 200 202
scaffold_2_57 257 348
scaffold_2_57 404 518
scaffold_2_57 566 1678

scaffold_2_58 200 253
scaffold_2_58 306 357
scaffold_2_58 411 1066
scaffold_2_58 1124 1966

scaffold_2_59 200 1819

scaffold_2_60 200 3550

scaffold_2_61 200 623
scaffold_2_61 678 5317

scaffold_2_62 200 262
scaffold_2_62 583 1107

scaffold_2_63 200 3472

scaffold_2_64 200 724
scaffold_2_64 889 2328
scaffold_2_64 2381 2425

scaffold_2_65 200 2479

scaffold_3_1 200 332
scaffold_3_1 409 496
scaffold_3_1 555 1839

scaffold_3_2 200 2194
scaffold_3_2 2244 3899

scaffold_3_3 200 1924

scaffold_3_4 200 3754

scaffold_3_5 200 1006
scaffold_3_5 1063 1392

scaffold_3_6 200 230
scaffold_3_6 507 1286
scaffold_3_6 1342 1610

scaffold_3_7 200 313
scaffold_3_7 366 1262

scaffold_3_8 200 410
scaffold_3_8 539 790
scaffold_3_8 844 2456

scaffold_3_9 200 919

scaffold_3_10 200 236
scaffold_3_10 297 930
scaffold_3_10 982 1560
scaffold_3_10 1615 1886
scaffold_3_10 1937 2427

scaffold_3_11 200 930
scaffold_3_11 1004 1274

scaffold_3_12 200 228
scaffold_3_12 311 1379

scaffold_3_13 200 1576
scaffold_3_13 1626 2135

scaffold_3_14 200 332
scaffold_3_14 386 437
scaffold_3_14 520 703
scaffold_3_14 769 930

scaffold_3_15 200 280
scaffold_3_15 367 459
scaffold_3_15 558 899
scaffold_3_15 965 1786

scaffold_3_16 200 282
scaffold_3_16 343 1087

scaffold_3_17 200 1012
scaffold_3_17 1056 2702

scaffold_3_18 200 1156

scaffold_3_19 200 388
scaffold_3_19 449 1570

scaffold_3_20 200 259
scaffold_3_20 1219 1983
scaffold_3_20 2497 2593
scaffold_3_20 2650 3686
scaffold_3_20 3733 3999
scaffold_3_20 4046 4750

scaffold_3_21 200 257
scaffold_3_21 316 1937

scaffold_3_22 200 262
scaffold_3_22 316 442
scaffold_3_22 493 612
scaffold_3_22 662 886
scaffold_3_22 941 1296

scaffold_3_23 200 250
scaffold_3_23 313 1021
scaffold_3_23 1077 1162

scaffold_3_24 200 2233
scaffold_3_24 2295 2339

scaffold_3_25 200 289
scaffold_3_25 340 968
scaffold_3_25 1025 1292

scaffold_3_26 200 1837

scaffold_3_27 200 323
scaffold_3_27 391 501
scaffold_3_27 602 4311
scaffold_3_27 4418 4645
scaffold_3_27 4697 6295
scaffold_3_27 6929 7371
scaffold_3_27 8120 8390
scaffold_3_27 8439 10757

scaffold_3_28 200 361
scaffold_3_28 425 868

scaffold_3_29 200 272
scaffold_3_29 333 402
scaffold_3_29 470 690
scaffold_3_29 741 2086

scaffold_3_30 200 245
scaffold_3_30 312 334
scaffold_3_30 395 405
scaffold_3_30 465 494
scaffold_3_30 548 631
scaffold_3_30 687 1305
scaffold_3_30 1365 1448

scaffold_3_31 200 858
scaffold_3_31 905 5009

scaffold_3_32 200 430
scaffold_3_32 486 581
scaffold_3_32 632 3070

scaffold_3_33 200 358
scaffold_3_33 436 1314

scaffold_5_1 200 2236

scaffold_5_2 200 1420

scaffold_5_3 200 288
scaffold_5_3 415 2713
scaffold_5_3 2770 3123

scaffold_5_4 200 1573

scaffold_5_5 200 393
scaffold_5_5 456 1055
scaffold_5_5 1106 1357
scaffold_5_5 1411 1939
scaffold_5_5 1988 2325
scaffold_5_5 2527 2652
scaffold_5_5 2720 2868
scaffold_5_5 2920 3218

scaffold_5_6 200 364
scaffold_5_6 419 2620

scaffold_5_7 200 314
scaffold_5_7 395 543
